id_transacao; id_produto;nome_produto;marca;fornecedor ;departamento;categoria;valor;
4493;5799.57;produto id5799.57;produto da marca 5800;fornecedor prod5800;bazar;chocolate;219;
4494;1962.20;produto id1962.20;produto da marca 1962;fornecedor prod1962;mercearia;roupa;266;
4495;3639.80;produto id3639.80;produto da marca 3640;fornecedor prod3640;bazar;bebida;387;
4496;4197.10;produto id4197.10;produto da marca 4197;fornecedor prod4197;mercearia;chocolate;298;
4497;4927.78;produto id4927.78;produto da marca 4928;fornecedor prod4928;bazar;roupa;284;
4498;2345.61;produto id2345.61;produto da marca 2346;fornecedor prod2346;mercearia;bebida;372;
4499;3294.65;produto id3294.65;produto da marca 3295;fornecedor prod3295;bazar;chocolate;140;
4500;3126.53;produto id3126.53;produto da marca 3127;fornecedor prod3127;mercearia;roupa;261;
4501;986.77;produto id986.77;produto da marca 987;fornecedor prod987;bazar;bebida;74;
4502;609.89;produto id609.89;produto da marca 610;fornecedor prod610;mercearia;chocolate;232;
4503;4053.79;produto id4053.79;produto da marca 4054;fornecedor prod4054;bazar;roupa;107;
4504;3369.29;produto id3369.29;produto da marca 3369;fornecedor prod3369;mercearia;bebida;486;
4505;1841.07;produto id1841.07;produto da marca 1841;fornecedor prod1841;bazar;chocolate;279;
4506;4364.50;produto id4364.50;produto da marca 4365;fornecedor prod4365;mercearia;roupa;262;
4507;90.55;produto id90.55;produto da marca 91;fornecedor prod91;bazar;bebida;284;
4508;3570.77;produto id3570.77;produto da marca 3571;fornecedor prod3571;mercearia;chocolate;116;
4509;1536.95;produto id1536.95;produto da marca 1537;fornecedor prod1537;bazar;roupa;273;
4510;124.96;produto id124.96;produto da marca 125;fornecedor prod125;mercearia;bebida;274;
4511;2717.92;produto id2717.92;produto da marca 2718;fornecedor prod2718;bazar;chocolate;96;
4512;2881.60;produto id2881.60;produto da marca 2882;fornecedor prod2882;mercearia;roupa;73;
4513;5326.57;produto id5326.57;produto da marca 5327;fornecedor prod5327;bazar;bebida;497;
4514;1388.76;produto id1388.76;produto da marca 1389;fornecedor prod1389;mercearia;chocolate;300;
4515;5115.99;produto id5115.99;produto da marca 5116;fornecedor prod5116;bazar;roupa;257;
4516;3478.24;produto id3478.24;produto da marca 3478;fornecedor prod3478;mercearia;bebida;415;
4517;2875.56;produto id2875.56;produto da marca 2876;fornecedor prod2876;bazar;chocolate;174;
4518;3022.44;produto id3022.44;produto da marca 3022;fornecedor prod3022;mercearia;roupa;101;
4519;2939.49;produto id2939.49;produto da marca 2939;fornecedor prod2939;bazar;bebida;28;
4520;366.02;produto id366.02;produto da marca 366;fornecedor prod366;mercearia;chocolate;168;
4521;205.86;produto id205.86;produto da marca 206;fornecedor prod206;bazar;roupa;75;
4522;3280.71;produto id3280.71;produto da marca 3281;fornecedor prod3281;mercearia;bebida;411;
4523;3292.89;produto id3292.89;produto da marca 3293;fornecedor prod3293;bazar;chocolate;232;
4524;563.60;produto id563.60;produto da marca 564;fornecedor prod564;mercearia;roupa;119;
4525;1011.87;produto id1011.87;produto da marca 1012;fornecedor prod1012;bazar;bebida;570;
4526;1121.18;produto id1121.18;produto da marca 1121;fornecedor prod1121;mercearia;chocolate;48;
4527;1104.48;produto id1104.48;produto da marca 1104;fornecedor prod1104;bazar;roupa;30;
4528;4015.49;produto id4015.49;produto da marca 4015;fornecedor prod4015;mercearia;bebida;73;
4529;4451.67;produto id4451.67;produto da marca 4452;fornecedor prod4452;bazar;chocolate;78;
4530;4490.94;produto id4490.94;produto da marca 4491;fornecedor prod4491;mercearia;roupa;123;
4531;238.38;produto id238.38;produto da marca 238;fornecedor prod238;bazar;bebida;584;
4532;2548.76;produto id2548.76;produto da marca 2549;fornecedor prod2549;mercearia;chocolate;298;
4533;5407.15;produto id5407.15;produto da marca 5407;fornecedor prod5407;bazar;roupa;263;
4534;1581.73;produto id1581.73;produto da marca 1582;fornecedor prod1582;mercearia;bebida;153;
4535;4244.88;produto id4244.88;produto da marca 4245;fornecedor prod4245;bazar;chocolate;108;
4536;908.61;produto id908.61;produto da marca 909;fornecedor prod909;mercearia;roupa;261;
4537;440.55;produto id440.55;produto da marca 441;fornecedor prod441;bazar;bebida;584;
4538;2006.80;produto id2006.80;produto da marca 2007;fornecedor prod2007;mercearia;chocolate;121;
4539;5825.04;produto id5825.04;produto da marca 5825;fornecedor prod5825;bazar;roupa;233;
4540;3995.09;produto id3995.09;produto da marca 3995;fornecedor prod3995;mercearia;bebida;295;
4541;1076.78;produto id1076.78;produto da marca 1077;fornecedor prod1077;bazar;chocolate;192;
4542;45.74;produto id45.74;produto da marca 46;fornecedor prod46;mercearia;roupa;39;
4543;3916.86;produto id3916.86;produto da marca 3917;fornecedor prod3917;bazar;bebida;285;
4544;4062.05;produto id4062.05;produto da marca 4062;fornecedor prod4062;mercearia;chocolate;291;
4545;1588.96;produto id1588.96;produto da marca 1589;fornecedor prod1589;bazar;roupa;203;
4546;4507.41;produto id4507.41;produto da marca 4507;fornecedor prod4507;mercearia;bebida;456;
4547;5823.53;produto id5823.53;produto da marca 5824;fornecedor prod5824;bazar;chocolate;190;
4548;1600.19;produto id1600.19;produto da marca 1600;fornecedor prod1600;mercearia;roupa;182;
4549;5377.23;produto id5377.23;produto da marca 5377;fornecedor prod5377;bazar;bebida;539;
4550;5035.93;produto id5035.93;produto da marca 5036;fornecedor prod5036;mercearia;chocolate;268;
4551;4529.19;produto id4529.19;produto da marca 4529;fornecedor prod4529;bazar;roupa;268;
4552;1079.36;produto id1079.36;produto da marca 1079;fornecedor prod1079;mercearia;bebida;102;
4553;680.21;produto id680.21;produto da marca 680;fornecedor prod680;bazar;chocolate;227;
4554;5187.18;produto id5187.18;produto da marca 5187;fornecedor prod5187;mercearia;roupa;86;
4555;1455.66;produto id1455.66;produto da marca 1456;fornecedor prod1456;bazar;bebida;310;
4556;1326.36;produto id1326.36;produto da marca 1326;fornecedor prod1326;mercearia;chocolate;228;
4557;4072.83;produto id4072.83;produto da marca 4073;fornecedor prod4073;bazar;roupa;269;
4558;362.97;produto id362.97;produto da marca 363;fornecedor prod363;mercearia;bebida;449;
4559;3577.40;produto id3577.40;produto da marca 3577;fornecedor prod3577;bazar;chocolate;266;
4560;4002.14;produto id4002.14;produto da marca 4002;fornecedor prod4002;mercearia;roupa;240;
4561;750.04;produto id750.04;produto da marca 750;fornecedor prod750;bazar;bebida;598;
4562;2804.97;produto id2804.97;produto da marca 2805;fornecedor prod2805;mercearia;chocolate;212;
4563;1861.37;produto id1861.37;produto da marca 1861;fornecedor prod1861;bazar;roupa;200;
4564;4939.45;produto id4939.45;produto da marca 4939;fornecedor prod4939;mercearia;bebida;85;
4565;4530.67;produto id4530.67;produto da marca 4531;fornecedor prod4531;bazar;chocolate;47;
4566;1814.75;produto id1814.75;produto da marca 1815;fornecedor prod1815;mercearia;roupa;62;
4567;5744.53;produto id5744.53;produto da marca 5745;fornecedor prod5745;bazar;bebida;193;
4568;99.48;produto id99.48;produto da marca 99;fornecedor prod99;mercearia;chocolate;39;
4569;3301.85;produto id3301.85;produto da marca 3302;fornecedor prod3302;bazar;roupa;294;
4570;656.45;produto id656.45;produto da marca 656;fornecedor prod656;mercearia;bebida;392;
4571;2497.34;produto id2497.34;produto da marca 2497;fornecedor prod2497;bazar;chocolate;6;
4572;5857.14;produto id5857.14;produto da marca 5857;fornecedor prod5857;mercearia;roupa;51;
4573;1592.04;produto id1592.04;produto da marca 1592;fornecedor prod1592;bazar;bebida;516;
4574;4965.17;produto id4965.17;produto da marca 4965;fornecedor prod4965;mercearia;chocolate;247;
4575;4170.66;produto id4170.66;produto da marca 4171;fornecedor prod4171;bazar;roupa;215;
4576;5434.60;produto id5434.60;produto da marca 5435;fornecedor prod5435;mercearia;bebida;165;
4577;5163.17;produto id5163.17;produto da marca 5163;fornecedor prod5163;bazar;chocolate;288;
4578;229.83;produto id229.83;produto da marca 230;fornecedor prod230;mercearia;roupa;147;
4579;5985.43;produto id5985.43;produto da marca 5985;fornecedor prod5985;bazar;bebida;464;
4580;5901.68;produto id5901.68;produto da marca 5902;fornecedor prod5902;mercearia;chocolate;291;
4581;5435.13;produto id5435.13;produto da marca 5435;fornecedor prod5435;bazar;roupa;275;
4582;1764.82;produto id1764.82;produto da marca 1765;fornecedor prod1765;mercearia;bebida;545;
4583;2328.86;produto id2328.86;produto da marca 2329;fornecedor prod2329;bazar;chocolate;159;
4584;699.27;produto id699.27;produto da marca 699;fornecedor prod699;mercearia;roupa;186;
4585;1328.49;produto id1328.49;produto da marca 1328;fornecedor prod1328;bazar;bebida;490;
4586;2415.19;produto id2415.19;produto da marca 2415;fornecedor prod2415;mercearia;chocolate;62;
4587;5092.36;produto id5092.36;produto da marca 5092;fornecedor prod5092;bazar;roupa;223;
4588;2082.66;produto id2082.66;produto da marca 2083;fornecedor prod2083;mercearia;bebida;354;
4589;2587.55;produto id2587.55;produto da marca 2588;fornecedor prod2588;bazar;chocolate;18;
4590;1166.31;produto id1166.31;produto da marca 1166;fornecedor prod1166;mercearia;roupa;142;
4591;4653.66;produto id4653.66;produto da marca 4654;fornecedor prod4654;bazar;bebida;507;
4592;313.59;produto id313.59;produto da marca 314;fornecedor prod314;mercearia;chocolate;147;
4593;4413.04;produto id4413.04;produto da marca 4413;fornecedor prod4413;bazar;roupa;148;
4594;3226.17;produto id3226.17;produto da marca 3226;fornecedor prod3226;mercearia;bebida;457;
4595;4267.68;produto id4267.68;produto da marca 4268;fornecedor prod4268;bazar;chocolate;111;
4596;1789.68;produto id1789.68;produto da marca 1790;fornecedor prod1790;mercearia;roupa;292;
4597;2380.76;produto id2380.76;produto da marca 2381;fornecedor prod2381;bazar;bebida;219;
4598;2567.03;produto id2567.03;produto da marca 2567;fornecedor prod2567;mercearia;chocolate;266;
4599;5027.14;produto id5027.14;produto da marca 5027;fornecedor prod5027;bazar;roupa;198;
4600;5149.33;produto id5149.33;produto da marca 5149;fornecedor prod5149;mercearia;bebida;445;
4601;1611.12;produto id1611.12;produto da marca 1611;fornecedor prod1611;bazar;chocolate;180;
4602;2601.17;produto id2601.17;produto da marca 2601;fornecedor prod2601;mercearia;roupa;56;
4603;4707.11;produto id4707.11;produto da marca 4707;fornecedor prod4707;bazar;bebida;415;
4604;3946.78;produto id3946.78;produto da marca 3947;fornecedor prod3947;mercearia;chocolate;168;
4605;3415.25;produto id3415.25;produto da marca 3415;fornecedor prod3415;bazar;roupa;67;
4606;3265.25;produto id3265.25;produto da marca 3265;fornecedor prod3265;mercearia;bebida;463;
4607;2932.61;produto id2932.61;produto da marca 2933;fornecedor prod2933;bazar;chocolate;130;
4608;2723.15;produto id2723.15;produto da marca 2723;fornecedor prod2723;mercearia;roupa;202;
4609;4804.23;produto id4804.23;produto da marca 4804;fornecedor prod4804;bazar;bebida;587;
4610;2077.74;produto id2077.74;produto da marca 2078;fornecedor prod2078;mercearia;chocolate;17;
4611;490.41;produto id490.41;produto da marca 490;fornecedor prod490;bazar;roupa;147;
4612;2348.51;produto id2348.51;produto da marca 2349;fornecedor prod2349;mercearia;bebida;492;
4613;4146.79;produto id4146.79;produto da marca 4147;fornecedor prod4147;bazar;chocolate;223;
4614;2249.81;produto id2249.81;produto da marca 2250;fornecedor prod2250;mercearia;roupa;87;
4615;3694.06;produto id3694.06;produto da marca 3694;fornecedor prod3694;bazar;bebida;583;
4616;5040.91;produto id5040.91;produto da marca 5041;fornecedor prod5041;mercearia;chocolate;265;
4617;4532.17;produto id4532.17;produto da marca 4532;fornecedor prod4532;bazar;roupa;185;
4618;3914.52;produto id3914.52;produto da marca 3915;fornecedor prod3915;mercearia;bebida;435;
4619;3377.70;produto id3377.70;produto da marca 3378;fornecedor prod3378;bazar;chocolate;91;
4620;3736.94;produto id3736.94;produto da marca 3737;fornecedor prod3737;mercearia;roupa;97;
4621;3975.78;produto id3975.78;produto da marca 3976;fornecedor prod3976;bazar;bebida;34;
4622;4949.91;produto id4949.91;produto da marca 4950;fornecedor prod4950;mercearia;chocolate;300;
4623;1609.98;produto id1609.98;produto da marca 1610;fornecedor prod1610;bazar;roupa;58;
4624;5861.87;produto id5861.87;produto da marca 5862;fornecedor prod5862;mercearia;bebida;461;
4625;386.10;produto id386.10;produto da marca 386;fornecedor prod386;bazar;chocolate;295;
4626;940.28;produto id940.28;produto da marca 940;fornecedor prod940;mercearia;roupa;111;
4627;3264.86;produto id3264.86;produto da marca 3265;fornecedor prod3265;bazar;bebida;422;
4628;3119.79;produto id3119.79;produto da marca 3120;fornecedor prod3120;mercearia;chocolate;254;
4629;512.44;produto id512.44;produto da marca 512;fornecedor prod512;bazar;roupa;189;
4630;2481.97;produto id2481.97;produto da marca 2482;fornecedor prod2482;mercearia;bebida;589;
4631;1260.04;produto id1260.04;produto da marca 1260;fornecedor prod1260;bazar;chocolate;196;
4632;5213.38;produto id5213.38;produto da marca 5213;fornecedor prod5213;mercearia;roupa;247;
4633;2892.48;produto id2892.48;produto da marca 2892;fornecedor prod2892;bazar;bebida;394;
4634;5171.71;produto id5171.71;produto da marca 5172;fornecedor prod5172;mercearia;chocolate;99;
4635;1210.26;produto id1210.26;produto da marca 1210;fornecedor prod1210;bazar;roupa;174;
4636;3162.16;produto id3162.16;produto da marca 3162;fornecedor prod3162;mercearia;bebida;51;
4637;1644.48;produto id1644.48;produto da marca 1644;fornecedor prod1644;bazar;chocolate;276;
4638;5571.20;produto id5571.20;produto da marca 5571;fornecedor prod5571;mercearia;roupa;180;
4639;913.01;produto id913.01;produto da marca 913;fornecedor prod913;bazar;bebida;424;
4640;5034.56;produto id5034.56;produto da marca 5035;fornecedor prod5035;mercearia;chocolate;208;
4641;3180.05;produto id3180.05;produto da marca 3180;fornecedor prod3180;bazar;roupa;126;
4642;3552.00;produto id3552.00;produto da marca 3552;fornecedor prod3552;mercearia;bebida;76;
4643;4589.84;produto id4589.84;produto da marca 4590;fornecedor prod4590;bazar;chocolate;221;
4644;2825.01;produto id2825.01;produto da marca 2825;fornecedor prod2825;mercearia;roupa;37;
4645;3859.08;produto id3859.08;produto da marca 3859;fornecedor prod3859;bazar;bebida;385;
4646;319.39;produto id319.39;produto da marca 319;fornecedor prod319;mercearia;chocolate;212;
4647;5920.00;produto id5920.00;produto da marca 5920;fornecedor prod5920;bazar;roupa;145;
4648;1954.41;produto id1954.41;produto da marca 1954;fornecedor prod1954;mercearia;bebida;31;
4649;1474.32;produto id1474.32;produto da marca 1474;fornecedor prod1474;bazar;chocolate;294;
4650;1556.18;produto id1556.18;produto da marca 1556;fornecedor prod1556;mercearia;roupa;177;
4651;1870.14;produto id1870.14;produto da marca 1870;fornecedor prod1870;bazar;bebida;142;
4652;2721.34;produto id2721.34;produto da marca 2721;fornecedor prod2721;mercearia;chocolate;193;
4653;2007.40;produto id2007.40;produto da marca 2007;fornecedor prod2007;bazar;roupa;149;
4654;1860.19;produto id1860.19;produto da marca 1860;fornecedor prod1860;mercearia;bebida;321;
4655;440.92;produto id440.92;produto da marca 441;fornecedor prod441;bazar;chocolate;155;
4656;2042.37;produto id2042.37;produto da marca 2042;fornecedor prod2042;mercearia;roupa;137;
4657;2006.58;produto id2006.58;produto da marca 2007;fornecedor prod2007;bazar;bebida;256;
4658;5780.17;produto id5780.17;produto da marca 5780;fornecedor prod5780;mercearia;chocolate;47;
4659;2449.59;produto id2449.59;produto da marca 2450;fornecedor prod2450;bazar;roupa;253;
4660;357.22;produto id357.22;produto da marca 357;fornecedor prod357;mercearia;bebida;146;
4661;3758.91;produto id3758.91;produto da marca 3759;fornecedor prod3759;bazar;chocolate;162;
4662;420.73;produto id420.73;produto da marca 421;fornecedor prod421;mercearia;roupa;100;
4663;2049.60;produto id2049.60;produto da marca 2050;fornecedor prod2050;bazar;bebida;179;
4664;731.49;produto id731.49;produto da marca 731;fornecedor prod731;mercearia;chocolate;101;
4665;1272.13;produto id1272.13;produto da marca 1272;fornecedor prod1272;bazar;roupa;36;
4666;5316.58;produto id5316.58;produto da marca 5317;fornecedor prod5317;mercearia;bebida;333;
4667;1220.92;produto id1220.92;produto da marca 1221;fornecedor prod1221;bazar;chocolate;251;
4668;3093.76;produto id3093.76;produto da marca 3094;fornecedor prod3094;mercearia;roupa;79;
4669;1490.93;produto id1490.93;produto da marca 1491;fornecedor prod1491;bazar;bebida;454;
4670;1890.80;produto id1890.80;produto da marca 1891;fornecedor prod1891;mercearia;chocolate;87;
4671;5979.31;produto id5979.31;produto da marca 5979;fornecedor prod5979;bazar;roupa;289;
4672;574.40;produto id574.40;produto da marca 574;fornecedor prod574;mercearia;bebida;166;
4673;2512.69;produto id2512.69;produto da marca 2513;fornecedor prod2513;bazar;chocolate;176;
4674;5712.30;produto id5712.30;produto da marca 5712;fornecedor prod5712;mercearia;roupa;175;
4675;5850.40;produto id5850.40;produto da marca 5850;fornecedor prod5850;bazar;bebida;285;
4676;4979.70;produto id4979.70;produto da marca 4980;fornecedor prod4980;mercearia;chocolate;187;
4677;2426.94;produto id2426.94;produto da marca 2427;fornecedor prod2427;bazar;roupa;164;
4678;3660.22;produto id3660.22;produto da marca 3660;fornecedor prod3660;mercearia;bebida;210;
4679;1634.15;produto id1634.15;produto da marca 1634;fornecedor prod1634;bazar;chocolate;299;
4680;5749.23;produto id5749.23;produto da marca 5749;fornecedor prod5749;mercearia;roupa;58;
4681;1438.65;produto id1438.65;produto da marca 1439;fornecedor prod1439;bazar;bebida;155;
4682;4749.50;produto id4749.50;produto da marca 4749;fornecedor prod4749;mercearia;chocolate;217;
4683;5961.10;produto id5961.10;produto da marca 5961;fornecedor prod5961;bazar;roupa;281;
4684;2603.62;produto id2603.62;produto da marca 2604;fornecedor prod2604;mercearia;bebida;354;
4685;4162.05;produto id4162.05;produto da marca 4162;fornecedor prod4162;bazar;chocolate;206;
4686;868.91;produto id868.91;produto da marca 869;fornecedor prod869;mercearia;roupa;267;
4687;5904.99;produto id5904.99;produto da marca 5905;fornecedor prod5905;bazar;bebida;77;
4688;1026.58;produto id1026.58;produto da marca 1027;fornecedor prod1027;mercearia;chocolate;93;
4689;2485.40;produto id2485.40;produto da marca 2485;fornecedor prod2485;bazar;roupa;108;
4690;2652.88;produto id2652.88;produto da marca 2653;fornecedor prod2653;mercearia;bebida;219;
4691;3562.29;produto id3562.29;produto da marca 3562;fornecedor prod3562;bazar;chocolate;171;
4692;3697.71;produto id3697.71;produto da marca 3698;fornecedor prod3698;mercearia;roupa;102;
4693;3483.85;produto id3483.85;produto da marca 3484;fornecedor prod3484;bazar;bebida;558;
4694;5332.84;produto id5332.84;produto da marca 5333;fornecedor prod5333;mercearia;chocolate;108;
4695;149.34;produto id149.34;produto da marca 149;fornecedor prod149;bazar;roupa;219;
4696;27.30;produto id27.30;produto da marca 27;fornecedor prod27;mercearia;bebida;504;
4697;908.76;produto id908.76;produto da marca 909;fornecedor prod909;bazar;chocolate;217;
4698;3534.38;produto id3534.38;produto da marca 3534;fornecedor prod3534;mercearia;roupa;129;
4699;4915.64;produto id4915.64;produto da marca 4916;fornecedor prod4916;bazar;bebida;566;
4700;737.56;produto id737.56;produto da marca 738;fornecedor prod738;mercearia;chocolate;180;
4701;4010.95;produto id4010.95;produto da marca 4011;fornecedor prod4011;bazar;roupa;195;
4702;1569.16;produto id1569.16;produto da marca 1569;fornecedor prod1569;mercearia;bebida;137;
4703;4978.45;produto id4978.45;produto da marca 4978;fornecedor prod4978;bazar;chocolate;107;
4704;5132.45;produto id5132.45;produto da marca 5132;fornecedor prod5132;mercearia;roupa;219;
4705;3983.43;produto id3983.43;produto da marca 3983;fornecedor prod3983;bazar;bebida;486;
4706;2380.75;produto id2380.75;produto da marca 2381;fornecedor prod2381;mercearia;chocolate;240;
4707;2613.07;produto id2613.07;produto da marca 2613;fornecedor prod2613;bazar;roupa;57;
4708;3430.61;produto id3430.61;produto da marca 3431;fornecedor prod3431;mercearia;bebida;55;
4709;1019.48;produto id1019.48;produto da marca 1019;fornecedor prod1019;bazar;chocolate;192;
4710;4446.86;produto id4446.86;produto da marca 4447;fornecedor prod4447;mercearia;roupa;260;
4711;2680.68;produto id2680.68;produto da marca 2681;fornecedor prod2681;bazar;bebida;516;
4712;4697.82;produto id4697.82;produto da marca 4698;fornecedor prod4698;mercearia;chocolate;284;
4713;2591.19;produto id2591.19;produto da marca 2591;fornecedor prod2591;bazar;roupa;157;
4714;3696.37;produto id3696.37;produto da marca 3696;fornecedor prod3696;mercearia;bebida;542;
4715;1572.48;produto id1572.48;produto da marca 1572;fornecedor prod1572;bazar;chocolate;25;
4716;444.51;produto id444.51;produto da marca 445;fornecedor prod445;mercearia;roupa;130;
4717;5554.43;produto id5554.43;produto da marca 5554;fornecedor prod5554;bazar;bebida;594;
4718;5107.70;produto id5107.70;produto da marca 5108;fornecedor prod5108;mercearia;chocolate;141;
4719;2895.73;produto id2895.73;produto da marca 2896;fornecedor prod2896;bazar;roupa;128;
4720;4428.82;produto id4428.82;produto da marca 4429;fornecedor prod4429;mercearia;bebida;270;
4721;61.77;produto id61.77;produto da marca 62;fornecedor prod62;bazar;chocolate;219;
4722;811.01;produto id811.01;produto da marca 811;fornecedor prod811;mercearia;roupa;61;
4723;1183.50;produto id1183.50;produto da marca 1184;fornecedor prod1184;bazar;bebida;246;
4724;5242.69;produto id5242.69;produto da marca 5243;fornecedor prod5243;mercearia;chocolate;28;
4725;4967.02;produto id4967.02;produto da marca 4967;fornecedor prod4967;bazar;roupa;63;
4726;4174.32;produto id4174.32;produto da marca 4174;fornecedor prod4174;mercearia;bebida;357;
4727;2498.85;produto id2498.85;produto da marca 2499;fornecedor prod2499;bazar;chocolate;170;
4728;4085.36;produto id4085.36;produto da marca 4085;fornecedor prod4085;mercearia;roupa;296;
4729;5526.92;produto id5526.92;produto da marca 5527;fornecedor prod5527;bazar;bebida;532;
4730;2120.63;produto id2120.63;produto da marca 2121;fornecedor prod2121;mercearia;chocolate;199;
4731;4901.44;produto id4901.44;produto da marca 4901;fornecedor prod4901;bazar;roupa;295;
4732;3513.17;produto id3513.17;produto da marca 3513;fornecedor prod3513;mercearia;bebida;376;
4733;959.98;produto id959.98;produto da marca 960;fornecedor prod960;bazar;chocolate;130;
4734;4660.91;produto id4660.91;produto da marca 4661;fornecedor prod4661;mercearia;roupa;220;
4735;4460.51;produto id4460.51;produto da marca 4461;fornecedor prod4461;bazar;bebida;176;
4736;3730.98;produto id3730.98;produto da marca 3731;fornecedor prod3731;mercearia;chocolate;261;
4737;4597.51;produto id4597.51;produto da marca 4598;fornecedor prod4598;bazar;roupa;146;
4738;3391.84;produto id3391.84;produto da marca 3392;fornecedor prod3392;mercearia;bebida;102;
4739;2697.82;produto id2697.82;produto da marca 2698;fornecedor prod2698;bazar;chocolate;87;
4740;1101.71;produto id1101.71;produto da marca 1102;fornecedor prod1102;mercearia;roupa;33;
4741;21.34;produto id21.34;produto da marca 21;fornecedor prod21;bazar;bebida;327;
4742;641.26;produto id641.26;produto da marca 641;fornecedor prod641;mercearia;chocolate;110;
4743;5536.22;produto id5536.22;produto da marca 5536;fornecedor prod5536;bazar;roupa;203;
4744;1300.23;produto id1300.23;produto da marca 1300;fornecedor prod1300;mercearia;bebida;157;
4745;3299.03;produto id3299.03;produto da marca 3299;fornecedor prod3299;bazar;chocolate;224;
4746;106.12;produto id106.12;produto da marca 106;fornecedor prod106;mercearia;roupa;211;
4747;1667.27;produto id1667.27;produto da marca 1667;fornecedor prod1667;bazar;bebida;300;
4748;302.40;produto id302.40;produto da marca 302;fornecedor prod302;mercearia;chocolate;117;
4749;2392.39;produto id2392.39;produto da marca 2392;fornecedor prod2392;bazar;roupa;231;
4750;1421.06;produto id1421.06;produto da marca 1421;fornecedor prod1421;mercearia;bebida;173;
4751;1635.96;produto id1635.96;produto da marca 1636;fornecedor prod1636;bazar;chocolate;259;
4752;223.07;produto id223.07;produto da marca 223;fornecedor prod223;mercearia;roupa;222;
4753;4924.70;produto id4924.70;produto da marca 4925;fornecedor prod4925;bazar;bebida;511;
4754;1002.02;produto id1002.02;produto da marca 1002;fornecedor prod1002;mercearia;chocolate;205;
4755;1295.45;produto id1295.45;produto da marca 1295;fornecedor prod1295;bazar;roupa;286;
4756;184.69;produto id184.69;produto da marca 185;fornecedor prod185;mercearia;bebida;521;
4757;5689.00;produto id5689.00;produto da marca 5689;fornecedor prod5689;bazar;chocolate;134;
4758;5912.76;produto id5912.76;produto da marca 5913;fornecedor prod5913;mercearia;roupa;85;
4759;2198.66;produto id2198.66;produto da marca 2199;fornecedor prod2199;bazar;bebida;334;
4760;4841.71;produto id4841.71;produto da marca 4842;fornecedor prod4842;mercearia;chocolate;295;
4761;3533.02;produto id3533.02;produto da marca 3533;fornecedor prod3533;bazar;roupa;222;
4762;5635.77;produto id5635.77;produto da marca 5636;fornecedor prod5636;mercearia;bebida;116;
4763;813.64;produto id813.64;produto da marca 814;fornecedor prod814;bazar;chocolate;6;
4764;4499.93;produto id4499.93;produto da marca 4500;fornecedor prod4500;mercearia;roupa;111;
4765;2056.24;produto id2056.24;produto da marca 2056;fornecedor prod2056;bazar;bebida;391;
4766;1173.83;produto id1173.83;produto da marca 1174;fornecedor prod1174;mercearia;chocolate;230;
4767;5761.04;produto id5761.04;produto da marca 5761;fornecedor prod5761;bazar;roupa;114;
4768;2326.95;produto id2326.95;produto da marca 2327;fornecedor prod2327;mercearia;bebida;517;
4769;251.29;produto id251.29;produto da marca 251;fornecedor prod251;bazar;chocolate;149;
4770;2890.30;produto id2890.30;produto da marca 2890;fornecedor prod2890;mercearia;roupa;178;
4771;4521.26;produto id4521.26;produto da marca 4521;fornecedor prod4521;bazar;bebida;278;
4772;1579.28;produto id1579.28;produto da marca 1579;fornecedor prod1579;mercearia;chocolate;110;
4773;5297.50;produto id5297.50;produto da marca 5298;fornecedor prod5298;bazar;roupa;117;
4774;1099.46;produto id1099.46;produto da marca 1099;fornecedor prod1099;mercearia;bebida;20;
4775;3604.11;produto id3604.11;produto da marca 3604;fornecedor prod3604;bazar;chocolate;228;
4776;479.79;produto id479.79;produto da marca 480;fornecedor prod480;mercearia;roupa;268;
4777;1583.24;produto id1583.24;produto da marca 1583;fornecedor prod1583;bazar;bebida;551;
4778;4433.82;produto id4433.82;produto da marca 4434;fornecedor prod4434;mercearia;chocolate;54;
4779;2788.73;produto id2788.73;produto da marca 2789;fornecedor prod2789;bazar;roupa;138;
4780;2059.21;produto id2059.21;produto da marca 2059;fornecedor prod2059;mercearia;bebida;166;
4781;752.64;produto id752.64;produto da marca 753;fornecedor prod753;bazar;chocolate;254;
4782;105.86;produto id105.86;produto da marca 106;fornecedor prod106;mercearia;roupa;90;
4783;3901.77;produto id3901.77;produto da marca 3902;fornecedor prod3902;bazar;bebida;503;
4784;398.79;produto id398.79;produto da marca 399;fornecedor prod399;mercearia;chocolate;51;
4785;3507.75;produto id3507.75;produto da marca 3508;fornecedor prod3508;bazar;roupa;33;
4786;5566.07;produto id5566.07;produto da marca 5566;fornecedor prod5566;mercearia;bebida;87;
4787;4543.27;produto id4543.27;produto da marca 4543;fornecedor prod4543;bazar;chocolate;195;
4788;5188.22;produto id5188.22;produto da marca 5188;fornecedor prod5188;mercearia;roupa;225;
4789;4560.06;produto id4560.06;produto da marca 4560;fornecedor prod4560;bazar;bebida;213;
4790;5386.76;produto id5386.76;produto da marca 5387;fornecedor prod5387;mercearia;chocolate;75;
4791;5505.65;produto id5505.65;produto da marca 5506;fornecedor prod5506;bazar;roupa;251;
4792;2940.77;produto id2940.77;produto da marca 2941;fornecedor prod2941;mercearia;bebida;52;
4793;3080.24;produto id3080.24;produto da marca 3080;fornecedor prod3080;bazar;chocolate;231;
4794;149.65;produto id149.65;produto da marca 150;fornecedor prod150;mercearia;roupa;107;
